Tag|Longer|Shorter|Score|Ratio|Equivalence
[X]|nongovernmental organizations -lrb- ngos|ngos as|0-0 0-1 0-2 1-2 0-3|0.175|Equivalence
[S]|the answer is yes|yes|0-0 0-1 0-2 0-3|0.1764705882352941|Equivalence
[S]|the answer is yes|yes|0-0 1-0 2-0 3-0|0.1764705882352941|Equivalence
[VP]|shall contain the following information|contain|0-0 1-0 3-0 4-0|0.1794871794871795|Equivalence
[X]|non-governmental organization -lrb- ngo|to ngos|2-0 0-1 1-1 2-1 3-1|0.1794871794871795|Equivalence
[X]|non-governmental organization -lrb- ngo|ngos as|0-0 0-1 0-2 0-3 1-3|0.1794871794871795|Equivalence
[VP]|shall contain the following information|include|0-0 0-1 0-2 0-3 0-4|0.1794871794871795|Equivalence
[VP]|shall contain the following information|contain|0-0 0-1 0-3 0-4|0.1794871794871795|Equivalence
[X]|of non-governmental organizations|of ngo|0-0 1-1 2-1|0.1818181818181818|Equivalence
[X]|non-governmental organizations or|ngo or|0-0 0-1 1-2|0.1818181818181818|Equivalence
[X]|non-governmental organizations or|ngo or|0-0 1-0 2-1|0.1818181818181818|Equivalence
[X]|of non-governmental organizations|of ngo|0-0 1-1 1-2|0.1818181818181818|Equivalence
[ADJP]|really sorry about all that|sorry|0-0 1-0 2-0 3-0 4-0|0.1851851851851851|Equivalence
[X]|, non-governmental organizations -lrb- ngos|, an ngo|0-0 1-1 2-2 2-3 2-4|0.1860465116279069|Equivalence
[X]|, non-governmental organizations -lrb- ngos|, an ngo|0-0 1-1 2-2 3-2 4-2|0.1860465116279069|Equivalence
[INTJ]|well , thank god|god|0-0 1-0 2-0 3-0|0.1875|Equivalence
[X]|by non-governmental organizations and|ngo and|1-0 2-0 3-1|0.1891891891891892|Equivalence
[X]|and non-governmental organizations and the|, ngos ,|0-0 1-1 1-2 2-3|0.1904761904761904|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb-|ngos from|0-0 0-1 0-2 1-2 0-3 0-4|0.1914893617021276|Equivalence
[VP]|agrees with this recommendation|agrees|0-0 1-0 2-0 3-0|0.1935483870967742|Equivalence
[NP]|malaysian prime minister mahathir mohamad|mahathir|0-0 1-0 2-0 3-0 4-0|0.1951219512195122|Equivalence
[X]|memorandum of understanding on|mou on|0-0 1-0 2-0 3-1|0.2|Equivalence
[NP]|the international financial institutions|the ifis|0-0 1-1 1-2 1-3|0.2|Equivalence
[X]|memorandum of understanding is|mou is|0-0 0-1 0-2 1-3|0.2|Equivalence
[X]|memorandum of understanding on|mou on|0-0 0-1 0-2 1-3|0.2|Equivalence
[NP]|its official development assistance|its oda|0-0 1-1 1-2 1-3|0.2|Equivalence
[X]|memorandum of understanding is|mou is|0-0 1-0 2-0 3-1|0.2|Equivalence
[VP]|agrees with the recommendation|agrees|0-0 1-0 2-0 3-0|0.2|Equivalence
[SBAR]|who was already dead|dead|0-0 0-1 0-2 0-3|0.2|Equivalence
[X]|and the international monetary fund|and imf|0-0 1-1 2-1 3-1 4-1|0.2|Equivalence
[NP]|racism , racial discrimination|racism|0-0 1-0 2-0 3-0|0.2|Equivalence
[X]|, non-governmental organizations and the|, ngos ,|0-0 1-1 1-2 2-3|0.2|Equivalence
[VP]|providing assistance|help|0-0 1-0|0.2|Equivalence
[ADJP]|very , very bad|bad|0-0 1-0 2-0 3-0|0.2|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb- ,|ngos , and|0-0 0-1 0-2 1-2 0-3 1-4 2-5|0.2040816326530612|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb- ,|and ngos ,|0-0 1-1 2-1 3-1 4-1 5-2|0.2040816326530612|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb- ,|the ngos ,|0-0 1-1 2-1 3-1 4-1 5-2|0.2040816326530612|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb- ,|ngos , and|0-0 1-0 2-0 3-0 4-0 2-1 5-1 5-2|0.2040816326530612|Equivalence
[X]|of non-governmental organizations -lrb- ngos|from ngos|0-0 1-1 2-1 3-1 4-1|0.2045454545454545|Equivalence
[VP]|shall contain the following information|comprise|0-0 0-1 0-3 0-4|0.2051282051282051|Equivalence
[VP]|shall contain the following information|includes|0-0 0-1 0-2 0-3 0-4|0.2051282051282051|Equivalence
[VP]|shall contain the following information|consists|0-0 0-1 0-2 0-3 0-4|0.2051282051282051|Equivalence
[X]|millennium development goals -lrb- mdgs|the mdgs|1-0 0-1 1-1 2-1 3-1 4-1|0.2051282051282051|Equivalence
[X]|non-governmental organisations and|ngo and|0-0 0-1 1-2|0.2058823529411764|Equivalence
[NP/NP]|non-governmental organisations and|ngo and|0-0 0-1 1-2|0.2058823529411764|Equivalence
[NP/NP]|non-governmental organizations and|ngo and|0-0 0-1 1-2|0.2058823529411764|Equivalence
[NP/NP]|non-governmental organizations and|ngo and|0-0 1-0 2-1|0.2058823529411764|Equivalence
[VP]|comply with their obligations|comply|0-0 1-0 2-0 3-0|0.2068965517241379|Equivalence
[VP]|comply with their obligations|comply|0-0 0-1 0-2 0-3|0.2068965517241379|Equivalence
[NP]|us vice president dick cheney|cheney|0-0 1-0 2-0 3-0 4-0|0.2068965517241379|Equivalence
[X]|, non-governmental organizations , and|, ngos ,|0-0 1-1 1-2 2-3 2-4|0.2105263157894736|Equivalence
[X]|and the non-governmental organizations|, ngos ,|0-0 1-1 1-2 1-3 2-3|0.2105263157894736|Equivalence
[X]|and non-governmental organizations are|, ngos ,|0-0 1-1 1-2 2-2 2-3|0.2105263157894736|Equivalence
[NP]|washington , d.c. ,|d.c.|0-0 1-0 2-0 3-0|0.2105263157894736|Equivalence
[X]|and small and medium-sized enterprises|and smes|0-0 1-1 1-2 1-3 1-4|0.2105263157894736|Equivalence
[X]|and non-governmental organizations and|, ngos ,|0-0 1-1 2-1 3-2|0.2105263157894736|Equivalence
[INTJ]|oh , yeah , oh yeah|yeah|0-0 1-0 2-0 3-0 4-0 5-0|0.2105263157894736|Equivalence
[NP\NNS]|and small and medium-sized enterprises|and smes|0-0 1-1 1-2 1-3 1-4|0.2105263157894736|Equivalence
[NP\NP]|and small and medium-sized enterprises|and smes|0-0 1-1 1-2 1-3 1-4|0.2105263157894736|Equivalence
[X]|and non-governmental organizations are|, ngos ,|0-0 1-1 2-1 2-2 3-2|0.2105263157894736|Equivalence
[X]|and non-governmental organizations and|, ngos ,|0-0 1-1 1-2 2-3|0.2105263157894736|Equivalence
[ADJP]|absolutely enormous|huge|0-0 1-0|0.2105263157894736|Equivalence
[X]|, non-governmental organizations , the|, ngos ,|0-0 1-1 1-2 2-3|0.2105263157894736|Equivalence
[VP]|done on this report|done|0-0 1-0 2-0 3-0|0.2105263157894736|Equivalence
[X]|or non-governmental organizations|or ngos|0-0 1-1 1-2|0.2121212121212121|Equivalence
[NP/NNP]|non-governmental organizations in|ngos in|0-0 0-1 1-2|0.2121212121212121|Equivalence
[NP/VP]|non-governmental organizations in|ngos in|0-0 0-1 1-2|0.2121212121212121|Equivalence
[X]|non-governmental organizations at|ngos at|0-0 1-0 2-1|0.2121212121212121|Equivalence
[VP]|contain the following information|contain|0-0 2-0 3-0|0.2121212121212121|Equivalence
[X]|non-governmental organizations is|ngos is|0-0 1-0 2-1|0.2121212121212121|Equivalence
[S/VP]|non-governmental organizations to|ngos to|0-0 1-0 2-1|0.2121212121212121|Equivalence
[X]|non-governmental organizations is|ngos is|0-0 0-1 1-2|0.2121212121212121|Equivalence
[X]|or non-governmental organizations|or ngos|0-0 1-1 2-1|0.2121212121212121|Equivalence
[S/VP]|non-governmental organizations to|ngos to|0-0 0-1 1-2|0.2121212121212121|Equivalence
[X]|non-governmental organizations or|ngos or|0-0 1-0 2-1|0.2121212121212121|Equivalence
[VP]|contain the following information|contain|0-0 0-2 0-3|0.2121212121212121|Equivalence
[X]|non-governmental organizations to|ngos to|0-0 1-0 2-1|0.2121212121212121|Equivalence
[X]|non-governmental organizations or|ngos or|0-0 0-1 1-2|0.2121212121212121|Equivalence
[NP/NP]|non-governmental organizations or|ngos or|0-0 0-1 1-2|0.2121212121212121|Equivalence
[NP/NNP]|non-governmental organizations in|ngos in|0-0 1-0 2-1|0.2121212121212121|Equivalence
[X]|by non-governmental organizations|by ngos|0-0 1-1 1-2|0.2121212121212121|Equivalence
[X]|non-governmental organizations as|ngos as|0-0 0-1 1-2|0.2121212121212121|Equivalence
[X]|non-governmental organizations at|ngos at|0-0 0-1 1-2|0.2121212121212121|Equivalence
[NP/NP]|non-governmental organizations in|ngos in|0-0 0-1 1-2|0.2121212121212121|Equivalence
[X]|of non-governmental organizations|of ngos|0-0 1-1 2-1|0.2121212121212121|Equivalence
[X]|non-governmental organizations to|ngos to|0-0 0-1 1-2|0.2121212121212121|Equivalence
[NP/VP]|non-governmental organizations in|ngos in|0-0 1-0 2-1|0.2121212121212121|Equivalence
[NP/NP]|non-governmental organizations in|ngos in|0-0 1-0 2-1|0.2121212121212121|Equivalence
[X]|of non-governmental organizations|of ngos|0-0 1-1 1-2|0.2121212121212121|Equivalence
[NP\NP]|non-governmental organizations -lrb- ngos -rrb-|, an ngo ,|2-0 2-1 0-2 2-2 1-3 2-3 2-4 3-4|0.2127659574468085|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb-|, and ngos|0-0 2-1 1-2 2-2 3-2 4-2|0.2127659574468085|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb-|the ngos ,|0-0 1-1 2-1 3-1 4-1 4-2|0.2127659574468085|Equivalence
[NP\NP]|non-governmental organizations -lrb- ngos -rrb-|, an ngo ,|0-0 1-1 2-2 3-2 4-2 4-3|0.2127659574468085|Equivalence
[INTJ]|oh , hey there|hey|0-0 1-0 2-0 3-0|0.2142857142857142|Equivalence
[NP]|the television|tvs|0-0 1-0|0.2142857142857142|Equivalence
[PP]|of the members of parliament|of mps|0-0 1-2 1-3 1-4|0.2142857142857142|Equivalence
[X]|and non-governmental organizations -lrb- ngos -rrb-|and ngos to|0-0 1-1 1-2 1-3 2-3 1-4 1-5|0.2156862745098039|Equivalence
[X]|and non-governmental organizations -lrb- ngos -rrb-|and ngos to|0-0 1-1 2-1 3-1 4-1 5-1 3-2|0.2156862745098039|Equivalence
[X]|by non-governmental organizations and|ngos and|0-0 1-0 2-0 3-1|0.2162162162162162|Equivalence
[NP]|canadian prime minister jean chretien|chretien|0-0 1-0 2-0 3-0 4-0|0.2162162162162162|Equivalence
[ADJP]|really sorry about this|sorry|0-0 1-0 2-0 3-0|0.217391304347826|Equivalence
[ADJP]|wrong with this picture|wrong|0-0 1-0 2-0 3-0|0.217391304347826|Equivalence
[ADJP]|really sorry about that|sorry|0-0 1-0 2-0 3-0|0.217391304347826|Equivalence
[X]|and the world trade organization|and wto|0-0 1-1 2-1 3-1 4-1|0.21875|Equivalence
[X]|non-governmental organizations -lrb- ngos|from ngos|0-0 1-1 2-1 3-1|0.2195121951219512|Equivalence
[X]|of non-governmental organizations -lrb- ngos -rrb-|from ngos ,|0-0 1-1 2-1 3-1 4-1 5-1 3-2|0.22|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb- in|the ngos in|0-0 1-1 2-1 3-1 4-1 5-2|0.22|Equivalence
[INTJ]|- oh , hi|hi|0-0 1-0 2-0 3-0|0.2222222222222222|Equivalence
[X]|providing assistance to the|aid to|0-0 1-0 2-1|0.2222222222222222|Equivalence
[X]|, the non-governmental organizations|, ngos ,|0-0 1-1 1-2 1-3 2-3|0.2222222222222222|Equivalence
[X]|, non-governmental organizations and|, ngos ,|0-0 1-1 1-2 2-3|0.2222222222222222|Equivalence
[X]|and non-governmental organizations ,|, ngos ,|0-0 1-1 1-2 2-3|0.2222222222222222|Equivalence
[X]|- yeah , all right|yeah|0-0 1-0 2-0 3-0 4-0|0.2222222222222222|Equivalence
[INTJ]|well , yeah , yeah|yeah|0-0 1-0 2-0 3-0 4-0|0.2222222222222222|Equivalence
[VP]|provide assistance|help|0-0 1-0|0.2222222222222222|Equivalence
[X]|and non-governmental organizations ,|, ngos ,|0-0 1-1 2-1 3-2|0.2222222222222222|Equivalence
[INTJ]|yeah , yeah , well|yeah|0-0 1-0 2-0 3-0 4-0|0.2222222222222222|Equivalence
[ADJP]|sure this is right|sure|0-0 0-1 0-2 0-3|0.2222222222222222|Equivalence
[ADJP]|sure this is right|sure|0-0 1-0 2-0 3-0|0.2222222222222222|Equivalence
[VP]|being detained for further enquiries|detained|0-0 0-1 0-2 0-3 0-4|0.2222222222222222|Equivalence
[NP]|us defense secretary donald rumsfeld|rumsfeld|0-0 1-0 2-0 3-0 4-0|0.2222222222222222|Equivalence
[NP]|us defence secretary donald rumsfeld|rumsfeld|0-0 1-0 2-0 3-0 4-0|0.2222222222222222|Equivalence
[S]|to be kept waiting|wait|0-0 0-1 0-2 0-3|0.2222222222222222|Equivalence
[INTJ]|- oh , yeah , yeah|yeah|0-0 1-0 2-0 3-0 4-0 5-0|0.2222222222222222|Equivalence
[X]|, and non-governmental organizations|, ngos ,|0-0 0-1 1-2 1-3 2-3|0.2222222222222222|Equivalence
[X]|and international monetary fund|and imf|0-0 1-1 2-1 3-1|0.2258064516129032|Equivalence
[ADJP]|aware of the situation|aware|0-0 1-0 2-0 3-0|0.2272727272727272|Equivalence
[ADJP]|so sorry for your loss|sorry|0-0 1-0 2-0 3-0 4-0|0.2272727272727272|Equivalence
[ADJP]|ready to work with you|ready|0-0 1-0 2-0 3-0 4-0|0.2272727272727272|Equivalence
[VP]|posed by the committee|posed|0-0 0-1 0-3|0.2272727272727272|Equivalence
[X]|non-governmental organizations have|ngos had|0-0 0-1 1-2|0.2285714285714285|Equivalence
[X]|applicable preferential tariffs ust|free ust|1-0 0-1 1-1 2-1 3-1|0.2285714285714285|Equivalence
[X]|non-governmental organizations have|ngos has|0-0 0-1 1-2|0.2285714285714285|Equivalence
[X]|non-governmental organizations were|ngos are|0-0 1-0 2-1|0.2285714285714285|Equivalence
[NP]|the international criminal tribunal|tribunal|0-0 1-0 2-0 3-0|0.2285714285714285|Equivalence
[X]|non-governmental organizations were|ngos are|0-0 0-1 1-2|0.2285714285714285|Equivalence
[SBAR/VP]|that small and medium-sized enterprises|that smes|0-0 1-1 1-2 1-3 1-4|0.2307692307692307|Equivalence
[SBAR/VP]|that members of the european parliament|that meps|0-0 1-1 1-2 1-4 1-5|0.2307692307692307|Equivalence
[VP]|shall contain the following information|comprises|0-0 0-1 0-3 0-4|0.2307692307692307|Equivalence
[X]|, the international labour organization|, the ilo|0-0 1-1 2-2 3-2 4-2|0.2307692307692307|Equivalence
[NP]|the world customs organization|the wco|0-0 1-1 1-2 1-3|0.2333333333333333|Equivalence
[X]|common country assessments and|cca and|0-0 1-0 2-0 3-1|0.2333333333333333|Equivalence
[NP]|the world customs organization|the wco|0-0 1-1 2-1 3-1|0.2333333333333333|Equivalence
[NP\NN]|and non-governmental organizations|and ngos|0-0 1-1 1-2|0.2352941176470588|Equivalence
[NP\NNP]|and non-governmental organizations|and ngos|0-0 1-1 1-2|0.2352941176470588|Equivalence
[NP\NN]|and non-governmental organizations|and ngos|0-0 1-1 2-1|0.2352941176470588|Equivalence
[NP/NP]|non-governmental organizations and|ngos and|0-0 0-1 1-2|0.2352941176470588|Equivalence
[NP\NNPS]|and non-governmental organizations|and ngos|0-0 1-1 1-2|0.2352941176470588|Equivalence
[NP]|all non-governmental organizations|all ngos|0-0 1-1 1-2|0.2352941176470588|Equivalence
[NP\NNS]|and non-governmental organizations|and ngos|0-0 1-1 1-2|0.2352941176470588|Equivalence
[NX\NNS]|and non-governmental organizations|and ngos|0-0 1-1 2-1|0.2352941176470588|Equivalence
[NP\NNS]|and non-governmental organizations|and ngos|0-0 1-1 2-1|0.2352941176470588|Equivalence
[NP/NNS]|non-governmental organizations and|ngos and|0-0 0-1 1-2|0.2352941176470588|Equivalence
[X]|non-governmental organisations and|ngos and|0-0 0-1 1-2|0.2352941176470588|Equivalence
[X]|non-governmental organizations can|ngos can|0-0 1-0 2-1|0.2352941176470588|Equivalence
[NX\NNS]|and non-governmental organizations|and ngos|0-0 1-1 1-2|0.2352941176470588|Equivalence
[NP\NNP]|and non-governmental organizations|and ngos|0-0 1-1 2-1|0.2352941176470588|Equivalence
[ADJP]|all well and good|good|0-0 1-0 2-0 3-0|0.2352941176470588|Equivalence
[NP\NP]|and non-governmental organizations|and ngos|0-0 1-1 2-1|0.2352941176470588|Equivalence
[NP/NN]|non-governmental organizations and|ngos and|0-0 0-1 1-2|0.2352941176470588|Equivalence
[NP\NNPS]|and non-governmental organizations|and ngos|0-0 1-1 2-1|0.2352941176470588|Equivalence
[NP\NP]|and non-governmental organizations|and ngos|0-0 1-1 1-2|0.2352941176470588|Equivalence
[X]|millennium development goals , and|mdgs and|0-0 1-0 2-0 3-1 4-1|0.2352941176470588|Equivalence
[ADVP]|all well and good|best|0-0 1-0 2-0 3-0|0.2352941176470588|Equivalence
[NP/NNP]|non-governmental organizations and|ngos and|0-0 0-1 1-2|0.2352941176470588|Equivalence
[NP/NP]|non-governmental organizations and|ngos and|0-0 1-0 2-1|0.2352941176470588|Equivalence
[NP/NP]|non-governmental organisations and|ngos and|0-0 0-1 1-2|0.2352941176470588|Equivalence
[NP/NNS]|non-governmental organizations and|ngos and|0-0 1-0 2-1|0.2352941176470588|Equivalence
[X]|and non-governmental organizations -lrb- ngos -rrb-|, ngos , the|0-0 1-1 1-2 1-3 2-3 1-4 3-4 1-5|0.2352941176470588|Equivalence
[X]|and non-governmental organizations -lrb- ngos -rrb-|, ngos , the|0-0 1-1 2-1 3-1 4-1 5-1 3-2 4-3|0.2352941176470588|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb- and|the ngos and|0-0 1-1 2-1 3-1 4-1 5-2|0.2352941176470588|Equivalence
[X]|millennium development goals , and|mdgs and|0-0 0-1 0-2 1-3 1-4|0.2352941176470588|Equivalence
[ADJP]|dead in the water|dead|0-0 1-0 2-0 3-0|0.2352941176470588|Equivalence
[X]|non-governmental organizations had|ngos had|0-0 0-1 1-2|0.2352941176470588|Equivalence
[VP]|done in this area|done|0-0 1-0 2-0 3-0|0.2352941176470588|Equivalence
[X]|, the millennium development goals|the mdgs|1-0 2-1 3-1 4-1|0.2352941176470588|Equivalence
[ADVP]|all well and good|best|0-0 0-1 0-2 0-3|0.2352941176470588|Equivalence
[NP/NN]|non-governmental organizations and|ngos and|0-0 1-0 2-1|0.2352941176470588|Equivalence
[NP/NNP]|non-governmental organizations and|ngos and|0-0 1-0 2-1|0.2352941176470588|Equivalence
[NP]|all non-governmental organizations|all ngos|0-0 1-1 2-1|0.2352941176470588|Equivalence
[X]|, non-governmental organizations ,|, ngos ,|0-0 1-1 1-2 2-3|0.2352941176470588|Equivalence
[X]|non-governmental organizations are|ngos are|0-0 1-0 2-1|0.2352941176470588|Equivalence
[X]|non-governmental organizations can|ngos can|0-0 0-1 1-2|0.2352941176470588|Equivalence
[X]|non-governmental organizations are|ngos are|0-0 0-1 1-2|0.2352941176470588|Equivalence
[X]|and non-governmental organizations and the|and ngos ,|0-0 1-1 2-1 3-2|0.238095238095238|Equivalence
[ADJP]|wrong with the phones|wrong|0-0 1-0 2-0 3-0|0.238095238095238|Equivalence
[X]|and non-governmental organizations and the|, and ngos|3-0 0-1 1-2 2-2 3-2 4-2|0.238095238095238|Equivalence
[ADJP]|really , really sorry|sorry|0-0 1-0 2-0 3-0|0.238095238095238|Equivalence
[ADJP]|wrong with the phones|wrong|0-0 0-1 0-3|0.238095238095238|Equivalence
[NP]|the republic of congo|congo|0-0 1-0 2-0 3-0|0.238095238095238|Equivalence
[ADJP]|safer and more secure|safer|0-0 1-0 2-0 3-0|0.238095238095238|Equivalence
[X]|and non-governmental organizations and the|and ngos ,|0-0 1-1 1-2 2-3|0.238095238095238|Equivalence
[X]|and non-governmental organizations and the|, and ngos|0-0 1-0 2-1 2-2 2-3 2-4|0.238095238095238|Equivalence
[NP\DT]|objectives of the millennium development goals|mdg targets|1-0 1-1 0-3 1-4 1-5|0.2391304347826087|Equivalence
[PP]|of gross domestic product|of gdp|0-0 1-1 2-1 3-1|0.24|Equivalence
[X]|female genital mutilation and|fgm and|0-0 0-1 0-2 1-3|0.2413793103448276|Equivalence
[X]|female genital mutilation and|fgm and|0-0 1-0 2-0 3-1|0.2413793103448276|Equivalence
[NP\NP]|and foreign direct investment|and fdi|0-0 1-1 2-1 3-1|0.2413793103448276|Equivalence
[X]|common country assessment and|cca and|0-0 1-0 2-0 3-1|0.2413793103448276|Equivalence
[NP]|defense secretary donald rumsfeld|rumsfeld|0-0 1-0 2-0 3-0|0.2424242424242424|Equivalence
[X]|non-governmental organizations should|ngos must|0-0 0-1 1-2|0.2432432432432432|Equivalence
[X]|non-governmental organizations -lrb- ngos|the ngos ,|3-0 0-1 1-1 2-1 3-1 2-2|0.2439024390243902|Equivalence
[X]|, non-governmental organizations -lrb- ngos -rrb-|, ngos , the|0-0 1-1 2-1 3-1 4-1 5-1 3-2 4-3|0.2448979591836734|Equivalence
[X]|, non-governmental organizations -lrb- ngos -rrb-|, ngos , the|0-0 1-1 1-2 1-3 2-3 1-4 3-4 1-5|0.2448979591836734|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb- ,|ngos and the|0-0 0-1 0-2 1-2 0-3 2-3 0-4 1-5|0.2448979591836734|Equivalence
[VP]|being detained for investigation|detained|0-0 0-1 0-2 0-3|0.25|Equivalence
[VP]|shut the hell up|shut|0-0 2-0 3-0|0.25|Equivalence
[X]|non-governmental organizations -rrb-|ngo -rrb-|0-0 0-1 1-2|0.25|Equivalence
[VP/S]|was for this reason that|is why|0-0 1-1 1-2 1-3 1-4|0.25|Equivalence
[VP/S]|was for that reason that|is why|0-0 1-1 1-2 1-3 1-4|0.25|Equivalence
[X]|, non-governmental organizations and the|and ngos ,|0-0 1-1 2-1 3-2|0.25|Equivalence
[ADJP]|as brief as possible|brief|0-0 1-0 2-0 3-0|0.25|Equivalence
[NP]|the non-proliferation treaty|the npt|0-0 1-0 2-1|0.25|Equivalence
[X]|of weapons of mass destruction .|of wmd .|0-0 1-1 1-2 1-3 1-4 2-5|0.25|Equivalence
[ADJP]|very , very slow|slow|0-0 1-0 2-0 3-0|0.25|Equivalence
[ADJP]|very , very true|true|0-0 1-0 2-0 3-0|0.25|Equivalence
[INTJ]|oh , yeah , yeah|yeah|0-0 1-0 2-0 3-0 4-0|0.25|Equivalence
[NP\PDT]|the millennium development goals|the mdgs|0-0 1-1 1-2 1-3|0.25|Equivalence
[X]|all right , yeah|yeah|0-0 1-0 2-0 3-0|0.25|Equivalence
[X]|millennium development goals and|mdgs and|0-0 0-1 0-2 1-3|0.25|Equivalence
[X]|, non-governmental organizations and the|and ngos ,|0-0 1-1 1-2 2-3|0.25|Equivalence
[ADVP]|sooner rather than later|sooner|0-0 1-0 2-0 3-0|0.25|Equivalence
[VP/PP]|constitutes an essential element|is vital|0-0 1-1 1-2 1-3|0.25|Equivalence
[X]|oh , yeah , yeah|yeah|0-0 1-0 2-0 3-0 4-0|0.25|Equivalence
[INTJ]|- well , yes|yes|0-0 1-0 2-0 3-0|0.25|Equivalence
[VP]|appended to the present document|appended|0-0 0-1 0-2 0-3 0-4|0.25|Equivalence
[INTJ]|oh , yeah , well|yeah|0-0 1-0 2-0 3-0 4-0|0.25|Equivalence
[VP]|to return to their homes|return|0-0 0-1 0-2 0-3 0-4|0.25|Equivalence
[VP]|hang on a second|hang|0-0 1-0 2-0 3-0|0.25|Equivalence
[ADJP]|very substantial|huge|0-0 1-0|0.25|Equivalence
[VP/PP]|constitutes an essential element|is vital|0-0 1-1 2-1 3-1|0.25|Equivalence
[VP]|shut the fuck up|shut|0-0 2-0 3-0|0.25|Equivalence
[X]|millennium development goals and|mdgs and|0-0 1-0 2-0 3-1|0.25|Equivalence
[S]|yes , i know|yes|0-0 1-0 2-0 3-0|0.25|Equivalence
[X]|non-governmental organizations -rrb-|ngo -rrb-|0-0 1-0 2-1|0.25|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb-|, ngos , the|2-0 0-1 1-1 2-1 3-1 4-1 4-2 0-3|0.2553191489361702|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb-|, ngos , the|1-0 3-0 1-1 0-2 1-2 1-3 1-4 2-4|0.2553191489361702|Equivalence
[X]|non-governmental organizations -lrb- ngos -rrb-|and ngos are|0-0 1-1 2-1 3-1 4-1 4-2|0.2553191489361702|Equivalence
[X]|and with non-governmental organizations|, and ngos|0-0 1-1 2-2 3-2|0.2564102564102564|Equivalence
[X]|millennium development goals -lrb- mdgs|the mdgs ,|2-0 0-1 1-1 2-1 3-1 4-1 3-2|0.2564102564102564|Equivalence
[X]|and with non-governmental organizations|, and ngos|0-0 1-1 2-2 2-3|0.2564102564102564|Equivalence
[X]|of non-governmental organizations .|of ngos .|0-0 1-1 1-2 2-3|0.2571428571428571|Equivalence
