Tag|Longer|Shorter|Score|Ratio|Equivalence
[JJ]|balance-of-payments|bop|0-0|0.1764705882352941|Equivalence
[NNP]|executive-director|ceo|0-0|0.1764705882352941|Equivalence
[JJ]|most-favored-nation|mfn|0-0|0.1764705882352941|Equivalence
[JJ]|bosnia-herzegovina|bih|0-0|0.1764705882352941|Equivalence
[NN]|bosnia-herzegovina|bih|0-0|0.1764705882352941|Equivalence
[NNP]|bosnia-herzegovina|bih|0-0|0.1764705882352941|Equivalence
[NNP]|twenty-eight|28|0-0|0.1818181818181818|Equivalence
[JJ]|seventy-nine|79|0-0|0.1818181818181818|Equivalence
[NNP]|identifiers|id|0-0|0.1818181818181818|Equivalence
[NNP]|headquarter|hq|0-0|0.1818181818181818|Equivalence
[NNP]|twenty-three|23|0-0|0.1818181818181818|Equivalence
[JJ]|ultra-violet|uv|0-0|0.1818181818181818|Equivalence
[JJ]|twenty-eight|28|0-0|0.1818181818181818|Equivalence
[NNP]|televisions|tv|0-0|0.1818181818181818|Equivalence
[CD]|twenty-three|23|0-0|0.1818181818181818|Equivalence
[NNS]|millimeters|mm|0-0|0.1818181818181818|Equivalence
[NN]|eighty-seven|87|0-0|0.1818181818181818|Equivalence
[NN]|cooperation|co-|0-0|0.1818181818181818|Equivalence
[NN]|thirty-three|33|0-0|0.1818181818181818|Equivalence
[NNS]|centimeters|cm|0-0|0.1818181818181818|Equivalence
[NN]|ultraviolet|uv|0-0|0.1818181818181818|Equivalence
[NNP]|ultraviolet|uv|0-0|0.1818181818181818|Equivalence
[JJ]|eighty-seven|87|0-0|0.1818181818181818|Equivalence
[NN]|twenty-eight|28|0-0|0.1818181818181818|Equivalence
[NNS]|centimetres|cm|0-0|0.1818181818181818|Equivalence
[NN]|seventy-nine|79|0-0|0.1818181818181818|Equivalence
[RB]|centimeters|cm|0-0|0.1818181818181818|Equivalence
[CD]|eighty-seven|87|0-0|0.1818181818181818|Equivalence
[NN]|seventy-four|74|0-0|0.1818181818181818|Equivalence
[JJ]|thirty-three|33|0-0|0.1818181818181818|Equivalence
[NNS]|kilogrammes|kg|0-0|0.1818181818181818|Equivalence
[JJ]|twenty-seven|27|0-0|0.1818181818181818|Equivalence
[CD]|twenty-seven|27|0-0|0.1818181818181818|Equivalence
[NNS]|milliliters|ml|0-0|0.1818181818181818|Equivalence
[JJ]|cooperation|co-|0-0|0.1818181818181818|Equivalence
[CD]|thirty-three|33|0-0|0.1818181818181818|Equivalence
[NN]|twenty-seven|27|0-0|0.1818181818181818|Equivalence
[NN]|headquarter|hq|0-0|0.1818181818181818|Equivalence
[CD]|seventy-nine|79|0-0|0.1818181818181818|Equivalence
[NNS]|millimetres|mm|0-0|0.1818181818181818|Equivalence
[JJ]|twenty-three|23|0-0|0.1818181818181818|Equivalence
[NNS]|millilitres|ml|0-0|0.1818181818181818|Equivalence
[NN]|twenty-three|23|0-0|0.1818181818181818|Equivalence
[JJ]|ultraviolet|uv|0-0|0.1818181818181818|Equivalence
[NNP]|twenty-seven|27|0-0|0.1818181818181818|Equivalence
[CD]|twenty-eight|28|0-0|0.1818181818181818|Equivalence
[JJ]|seventy-four|74|0-0|0.1818181818181818|Equivalence
[JJ]|headquarter|hq|0-0|0.1818181818181818|Equivalence
[NNPS]|pharmacokinetics|pks|0-0|0.1875|Equivalence
[NNPS]|parliamentarians|mps|0-0|0.1875|Equivalence
[NNS]|parliamentarians|mps|0-0|0.1875|Equivalence
[NNP]|second-lieutenant|2lt|0-0|0.1875|Equivalence
[JJ]|balance-of-payment|bop|0-0|0.1875|Equivalence
[NNP]|parliamentarians|mps|0-0|0.1875|Equivalence
[NNP]|nuclear-weapon-free-zone|nwfz|0-0|0.1904761904761904|Equivalence
[NN]|nuclear-weapon-free-zone|nwfz|0-0|0.1904761904761904|Equivalence
[CD]|fifty-three|53|0-0|0.2|Equivalence
[NN]|thirty-four|34|0-0|0.2|Equivalence
[NN]|fifty-eight|58|0-0|0.2|Equivalence
[JJ]|identifier|id|0-0|0.2|Equivalence
[NNS]|zeros|0|0-0|0.2|Equivalence
[JJ]|fifty-eight|58|0-0|0.2|Equivalence
[CD]|thirty-nine|39|0-0|0.2|Equivalence
[CD]|sixty-eight|68|0-0|0.2|Equivalence
[VBP]|centimeter|cm|0-0|0.2|Equivalence
[RB]|grams|g|0-0|0.2|Equivalence
[NNS]|kilometres|km|0-0|0.2|Equivalence
[JJ]|sixty-eight|68|0-0|0.2|Equivalence
[JJ]|forty-three|43|0-0|0.2|Equivalence
[NNP]|fifty-eight|58|0-0|0.2|Equivalence
[NNP]|4th-quarter|4q|0-0|0.2|Equivalence
[NNP]|kilometers|km|0-0|0.2|Equivalence
[NN]|millimetre|mm|0-0|0.2|Equivalence
[CD]|fifty-eight|58|0-0|0.2|Equivalence
[NNS]|milligrams|mg|0-0|0.2|Equivalence
[JJ]|ninety-four|94|0-0|0.2|Equivalence
[NN]|fifty-three|53|0-0|0.2|Equivalence
[NN]|millilitre|ml|0-0|0.2|Equivalence
[NN]|kilogramme|kg|0-0|0.2|Equivalence
[NN]|centimeter|cm|0-0|0.2|Equivalence
[CD]|ninety-nine|99|0-0|0.2|Equivalence
[JJ]|seventy-six|76|0-0|0.2|Equivalence
[NNP]|identifier|id|0-0|0.2|Equivalence
[NN]|centimetre|cm|0-0|0.2|Equivalence
[FW]|hectolitre|hl|0-0|0.2|Equivalence
[NNP]|twenty-four|24|0-0|0.2|Equivalence
[NN]|twenty-four|24|0-0|0.2|Equivalence
[JJ]|centimetre|cm|0-0|0.2|Equivalence
[NNS]|megatonnes|mt|0-0|0.2|Equivalence
[OOV]|kilometres|km|0-0|0.2|Equivalence
[NN]|forty-three|43|0-0|0.2|Equivalence
[NNP]|television|tv|0-0|0.2|Equivalence
[SYM]|millimetre|mm|0-0|0.2|Equivalence
[NN]|ninety-four|94|0-0|0.2|Equivalence
[JJ]|one-hundred-and-twenty-fourth|124th|0-0|0.2|Equivalence
[NNP]|assemble-to-order|ato|0-0|0.2|Equivalence
[NN]|television|tv|0-0|0.2|Equivalence
[CD]|grams|g|0-0|0.2|Equivalence
[JJ]|one-hundred-and-twenty-eighth|128th|0-0|0.2|Equivalence
[NN]|director-general|ceo|0-0|0.2|Equivalence
[NNP]|grams|g|0-0|0.2|Equivalence
[VBD]|kilometers|km|0-0|0.2|Equivalence
[NNP]|parliamentarian|mps|0-0|0.2|Equivalence
[NN]|sixty-eight|68|0-0|0.2|Equivalence
[RB]|thirty-four|34|0-0|0.2|Equivalence
[JJ]|millimetre|mm|0-0|0.2|Equivalence
[JJ]|thirty-four|34|0-0|0.2|Equivalence
[VBZ]|grams|g|0-0|0.2|Equivalence
[RB]|kilometers|km|0-0|0.2|Equivalence
[JJ]|fifty-three|53|0-0|0.2|Equivalence
[NNP]|non-governmental|ngo|0-0|0.2|Equivalence
[CD]|forty-three|43|0-0|0.2|Equivalence
[NN]|seventy-six|76|0-0|0.2|Equivalence
[NNPS]|kilometers|km|0-0|0.2|Equivalence
[NN]|milliliter|ml|0-0|0.2|Equivalence
[CD]|twenty-four|24|0-0|0.2|Equivalence
[NN]|thirty-nine|39|0-0|0.2|Equivalence
[NNP]|lieutenant|lt.|0-0|0.2|Equivalence
[JJ]|twenty-four|24|0-0|0.2|Equivalence
[VBD]|twenty-four|24|0-0|0.2|Equivalence
[NN]|non-governmental|ngo|0-0|0.2|Equivalence
[NNP]|thirty-four|34|0-0|0.2|Equivalence
[NN]|ninety-nine|99|0-0|0.2|Equivalence
[JJ]|non-governmental|ngo|0-0|0.2|Equivalence
[NN]|identifier|id|0-0|0.2|Equivalence
[JJ]|one-hundred-and-twenty-second|122nd|0-0|0.2|Equivalence
[JJ]|assemble-to-order|ato|0-0|0.2|Equivalence
[JJ]|ninety-nine|99|0-0|0.2|Equivalence
[NNP]|kilometres|km|0-0|0.2|Equivalence
[JJ]|thirty-nine|39|0-0|0.2|Equivalence
[NNS]|kilometers|km|0-0|0.2|Equivalence
[VBP]|identifier|id|0-0|0.2|Equivalence
[NNP]|1st-quarter|1q|0-0|0.2|Equivalence
[FW]|seventy-two|72|0-0|0.2|Equivalence
[NNP]|volkswagen|vw|0-0|0.2|Equivalence
[CD]|thirty-four|34|0-0|0.2|Equivalence
[JJ]|one-hundred-and-twenty-third|123rd|0-0|0.2083333333333333|Equivalence
[JJ]|one-hundred-and-seventeenth|117th|0-0|0.2083333333333333|Equivalence
[JJ]|one-hundred-and-twenty-first|121st|0-0|0.2083333333333333|Equivalence
[NNS]|hydrochlorofluorocarbons|hcfcs|0-0|0.2083333333333333|Equivalence
[JJ]|one-hundred-and-forty-fourth|144th|0-0|0.2083333333333333|Equivalence
[JJ]|one-hundred-and-twenty-ninth|129th|0-0|0.2083333333333333|Equivalence
[JJ]|antiretroviral|arv|0-0|0.2142857142857142|Equivalence
[NNP]|over-the-counter|otc|0-0|0.2142857142857142|Equivalence
[NNP]|antiretroviral|arv|0-0|0.2142857142857142|Equivalence
[JJ]|latitudinarian|lax|0-0|0.2142857142857142|Equivalence
[VBZ]|advertisements|ads|0-0|0.2142857142857142|Equivalence
[JJ]|one-hundred-and-eighteenth|118th|0-0|0.217391304347826|Equivalence
[JJ]|one-hundred-and-nineteenth|119th|0-0|0.217391304347826|Equivalence
[NNS]|kilobytes|kb|0-0|0.2222222222222222|Equivalence
[NN]|forty-nine|49|0-0|0.2222222222222222|Equivalence
[NNP]|forty-nine|49|0-0|0.2222222222222222|Equivalence
[NNP]|fifty-five|55|0-0|0.2222222222222222|Equivalence
[NN]|forty-five|45|0-0|0.2222222222222222|Equivalence
[NN]|thirty-six|36|0-0|0.2222222222222222|Equivalence
[JJ]|sixty-nine|69|0-0|0.2222222222222222|Equivalence
[NNPS]|gigabytes|gb|0-0|0.2222222222222222|Equivalence
[JJ]|eighty-six|86|0-0|0.2222222222222222|Equivalence
[JJ]|forty-nine|49|0-0|0.2222222222222222|Equivalence
[CD]|forty-nine|49|0-0|0.2222222222222222|Equivalence
[NNP]|twenty-two|22|0-0|0.2222222222222222|Equivalence
[RB]|kilometre|km|0-0|0.2222222222222222|Equivalence
[NN]|kilometer|km|0-0|0.2222222222222222|Equivalence
[JJ]|ninety-six|96|0-0|0.2222222222222222|Equivalence
[NN]|kilometre|km|0-0|0.2222222222222222|Equivalence
[VBP]|disappear|go|0-0|0.2222222222222222|Equivalence
[JJ]|pentachlorobenzene|pecb|0-0|0.2222222222222222|Equivalence
[NN]|fifty-five|55|0-0|0.2222222222222222|Equivalence
[NNS]|twenty-one|21|0-0|0.2222222222222222|Equivalence
[CD]|twenty-six|26|0-0|0.2222222222222222|Equivalence
[JJ]|kilometre|km|0-0|0.2222222222222222|Equivalence
[RB]|twenty-one|21|0-0|0.2222222222222222|Equivalence
[VB]|disappear|go|0-0|0.2222222222222222|Equivalence
[JJ]|ninety-one|91|0-0|0.2222222222222222|Equivalence
[NN]|milligram|mg|0-0|0.2222222222222222|Equivalence
[JJ]|twenty-six|26|0-0|0.2222222222222222|Equivalence
[NN]|eighty-six|86|0-0|0.2222222222222222|Equivalence
[CD]|twenty-two|22|0-0|0.2222222222222222|Equivalence
[JJ]|thirty-two|32|0-0|0.2222222222222222|Equivalence
[NNS]|kilowatts|kw|0-0|0.2222222222222222|Equivalence
[CD]|ninety-six|96|0-0|0.2222222222222222|Equivalence
[FW]|kilograms|kg|0-0|0.2222222222222222|Equivalence
[CD]|fifty-five|55|0-0|0.2222222222222222|Equivalence
[NN]|ninety-one|91|0-0|0.2222222222222222|Equivalence
[NN]|twenty-one|21|0-0|0.2222222222222222|Equivalence
[NNS]|kilograms|kg|0-0|0.2222222222222222|Equivalence
[NNPS]|kilograms|kg|0-0|0.2222222222222222|Equivalence
[NN]|pentachlorobenzene|pecb|0-0|0.2222222222222222|Equivalence
[JJ]|one-to-four|1-4|0-0|0.2222222222222222|Equivalence
[NN]|ninety-six|96|0-0|0.2222222222222222|Equivalence
[VB]|kilometre|km|0-0|0.2222222222222222|Equivalence
[NNP]|pentachlorobenzene|pecb|0-0|0.2222222222222222|Equivalence
[VBP]|kilometre|km|0-0|0.2222222222222222|Equivalence
[VBD]|forty-five|45|0-0|0.2222222222222222|Equivalence
[CD]|twenty-one|21|0-0|0.2222222222222222|Equivalence
[NNP]|megabytes|mb|0-0|0.2222222222222222|Equivalence
[NNP]|twenty-one|21|0-0|0.2222222222222222|Equivalence
[NNP]|kilometre|km|0-0|0.2222222222222222|Equivalence
[JJ]|fifty-five|55|0-0|0.2222222222222222|Equivalence
[NN]|twenty-two|22|0-0|0.2222222222222222|Equivalence
[JJ]|thirty-six|36|0-0|0.2222222222222222|Equivalence
[JJ]|twenty-one|21|0-0|0.2222222222222222|Equivalence
[CD]|sixty-nine|69|0-0|0.2222222222222222|Equivalence
[FW]|kilometre|km|0-0|0.2222222222222222|Equivalence
[JJ]|forty-five|45|0-0|0.2222222222222222|Equivalence
[NNP]|forty-five|45|0-0|0.2222222222222222|Equivalence
[NN]|ninety-two|92|0-0|0.2222222222222222|Equivalence
[CD]|thirty-two|32|0-0|0.2222222222222222|Equivalence
[VBD]|kilograms|kg|0-0|0.2222222222222222|Equivalence
[NN]|thirty-two|32|0-0|0.2222222222222222|Equivalence
[JJ]|twenty-two|22|0-0|0.2222222222222222|Equivalence
[NNPS]|americans|u.s|0-0|0.2222222222222222|Equivalence
[NNS]|megawatts|mw|0-0|0.2222222222222222|Equivalence
[NN]|sixty-nine|69|0-0|0.2222222222222222|Equivalence
[CD]|forty-five|45|0-0|0.2222222222222222|Equivalence
[NNPS]|megawatts|mw|0-0|0.2222222222222222|Equivalence
[JJ]|ninety-two|92|0-0|0.2222222222222222|Equivalence
[CD]|thirty-six|36|0-0|0.2222222222222222|Equivalence
[NN]|twenty-six|26|0-0|0.2222222222222222|Equivalence
[NNP]|companies|co.|0-0|0.2222222222222222|Equivalence
[NNP]|twenty-six|26|0-0|0.2222222222222222|Equivalence
[NNS]|megabytes|mb|0-0|0.2222222222222222|Equivalence
[JJ]|one-hundred-and-sixteenth|116th|0-0|0.2272727272727272|Equivalence
[JJ]|one-hundred-and-fifteenth|115th|0-0|0.2272727272727272|Equivalence
[NNS]|nuclear-weapon-free-zones|nwfzs|0-0|0.2272727272727272|Equivalence
[NNP]|hexabromocyclododecane|hbcdd|0-0|0.2272727272727272|Equivalence
[NNS]|kilowatt-hours|kwh|0-0|0.2307692307692307|Equivalence
[JJ]|greenhouse-gas|ghg|0-0|0.2307692307692307|Equivalence
[JJ]|prisoner-of-war|pow|0-0|0.2307692307692307|Equivalence
[UH]|three-one-third|3-1-3|0-0|0.2307692307692307|Equivalence
[JJ]|non-government|ngo|0-0|0.2307692307692307|Equivalence
[NNP]|non-government|ngo|0-0|0.2307692307692307|Equivalence
[NN]|carbon-dioxide|co2|0-0|0.2307692307692307|Equivalence
[NN]|non-government|ngo|0-0|0.2307692307692307|Equivalence
[NNS]|troop-contributors|tccs|0-0|0.2352941176470588|Equivalence
[NN]|nineteen|19|0-0|0.25|Equivalence
[NNP]|foot-and-mouth|fmd|0-0|0.25|Equivalence
[CD]|nineteen|19|0-0|0.25|Equivalence
[CD]|forty-six|46|0-0|0.25|Equivalence
[NN]|kilowatt-hour|kwh|0-0|0.25|Equivalence
[NNP]|tuberculosis|tbs|0-0|0.25|Equivalence
[NN]|remuneration|pay|0-0|0.25|Equivalence
[NNS]|responsibilities|duty|0-0|0.25|Equivalence
[VB]|remuneration|pay|0-0|0.25|Equivalence
[VBP]|zero|0|0-0|0.25|Equivalence
[NNP]|prohibitions|ban|0-0|0.25|Equivalence
[CD]|thirteen|13|0-0|0.25|Equivalence
[NN]|kilogram|kg|0-0|0.25|Equivalence
[VBP]|nineteen|19|0-0|0.25|Equivalence
[JJ]|co-generation|chp|0-0|0.25|Equivalence
[RB]|nineteen|19|0-0|0.25|Equivalence
[NN]|kilowatt|kw|0-0|0.25|Equivalence
[NNS]|kilowatt|kw|0-0|0.25|Equivalence
[NNP]|deficiencies|gap|0-0|0.25|Equivalence
[NN]|sixty-six|66|0-0|0.25|Equivalence
[JJ]|one-hundred-and-seventh|107th|0-0|0.25|Equivalence
[NNP]|responsibilities|duty|0-0|0.25|Equivalence
[UH]|thirteen|13|0-0|0.25|Equivalence
[JJ]|gram|g|0-0|0.25|Equivalence
[NNP]|legislations|law|0-0|0.25|Equivalence
[NNP]|thirteen|13|0-0|0.25|Equivalence
[NNP]|headquarters|hqs|0-0|0.25|Equivalence
[NN]|sixty-two|62|0-0|0.25|Equivalence
[NN]|gram|g|0-0|0.25|Equivalence
[JJ]|kilowatt|kw|0-0|0.25|Equivalence
[JJ]|nineteen|19|0-0|0.25|Equivalence
[NNP]|missouri|mo.|0-0|0.25|Equivalence
[NNP]|remuneration|pay|0-0|0.25|Equivalence
[CD]|nine|9|0-0|0.25|Equivalence
[VBN]|zero|0|0-0|0.25|Equivalence
[JJ]|thirteen|13|0-0|0.25|Equivalence
[JJ]|two-times|2x|0-0|0.25|Equivalence
[NNS]|prohibitions|ban|0-0|0.25|Equivalence
[NNP]|billions|bn|0-0|0.25|Equivalence
[NNS]|decibels|db|0-0|0.25|Equivalence
[NNP]|nineteen|19|0-0|0.25|Equivalence
[NN]|thirteen|13|0-0|0.25|Equivalence
[NNS]|two-times|2x|0-0|0.25|Equivalence
[JJ]|sixty-six|66|0-0|0.25|Equivalence
[NNP]|shortcomings|gap|0-0|0.25|Equivalence
[NN]|nine|9|0-0|0.25|Equivalence
[NNS]|parliamentarians|meps|0-0|0.25|Equivalence
[NN]|megawatt|mw|0-0|0.25|Equivalence
[NNS]|zero|0|0-0|0.25|Equivalence
[NN]|proscription|ban|0-0|0.25|Equivalence
[JJ]|zero|0|0-0|0.25|Equivalence
[NNP]|forty-six|46|0-0|0.25|Equivalence
[JJ]|sixty-two|62|0-0|0.25|Equivalence
[NNPS]|headquarters|hqs|0-0|0.25|Equivalence
[NN]|megabyte|mb|0-0|0.25|Equivalence
[JJ]|unfavourable|bad|0-0|0.25|Equivalence
[FW]|kilogram|kg|0-0|0.25|Equivalence
[CD]|billions|bn|0-0|0.25|Equivalence
[NNPS]|parliamentarians|meps|0-0|0.25|Equivalence
[NN]|forty-six|46|0-0|0.25|Equivalence
[VB]|nineteen|19|0-0|0.25|Equivalence
[JJ]|kilogram|kg|0-0|0.25|Equivalence
[CD]|zero|0|0-0|0.25|Equivalence
[JJ]|forty-six|46|0-0|0.25|Equivalence
[VBN]|nineteen|19|0-0|0.25|Equivalence
[FW]|nineteen|19|0-0|0.25|Equivalence
[VBP]|remuneration|pay|0-0|0.25|Equivalence
[JJ]|foot-and-mouth|fmd|0-0|0.25|Equivalence
[JJ]|nine|9|0-0|0.25|Equivalence
[VBP]|kilogram|kg|0-0|0.25|Equivalence
[NN]|zero|0|0-0|0.25|Equivalence
[CD]|sixty-six|66|0-0|0.25|Equivalence
[NNS]|headquarters|hqs|0-0|0.25|Equivalence
[JJ]|styrene-butadiene-styrene|rubber|0-0|0.2608695652173913|Equivalence
[JJ]|one-hundred-and-second|102nd|0-0|0.2631578947368421|Equivalence
[NNS]|antiretrovirals|arvs|0-0|0.2666666666666666|Equivalence
[JJ]|british-american|uk-us|0-0|0.2666666666666666|Equivalence
[NNP]|non-governmental|ngos|0-0|0.2666666666666666|Equivalence
[VBN]|utilization|use|0-0|0.2727272727272727|Equivalence
[NNP]|headquarter|hqs|0-0|0.2727272727272727|Equivalence
[JJ]|unprocessed|raw|0-0|0.2727272727272727|Equivalence
[NNP]|utilization|use|0-0|0.2727272727272727|Equivalence
[NNS]|kilogrammes|kgs|0-0|0.2727272727272727|Equivalence
[VB]|utilization|use|0-0|0.2727272727272727|Equivalence
[NNP]|automobiles|car|0-0|0.2727272727272727|Equivalence
[NNS]|homosexuals|gay|0-0|0.2727272727272727|Equivalence
[NNS]|identifiers|ids|0-0|0.2727272727272727|Equivalence
[NNP]|prohibition|ban|0-0|0.2727272727272727|Equivalence
[VB]|prohibiting|ban|0-0|0.2727272727272727|Equivalence
[VBN]|prohibition|ban|0-0|0.2727272727272727|Equivalence
[NN]|legislation|law|0-0|0.2727272727272727|Equivalence
[NNS]|prohibition|ban|0-0|0.2727272727272727|Equivalence
[NNS]|centimeters|cms|0-0|0.2727272727272727|Equivalence
[NNP]|legislation|law|0-0|0.2727272727272727|Equivalence
[NN]|utilization|use|0-0|0.2727272727272727|Equivalence
[NN]|shortcoming|gap|0-0|0.2727272727272727|Equivalence
[VBN]|remunerated|pay|0-0|0.2727272727272727|Equivalence
[NNP]|identifiers|ids|0-0|0.2727272727272727|Equivalence
[JJ]|pick-to-order|pto|0-0|0.2727272727272727|Equivalence
[NNP]|televisions|tvs|0-0|0.2727272727272727|Equivalence
[NNS]|televisions|tvs|0-0|0.2727272727272727|Equivalence
[JJ]|unfavorable|bad|0-0|0.2727272727272727|Equivalence
[VB]|prohibition|ban|0-0|0.2727272727272727|Equivalence
[VBZ]|utilization|use|0-0|0.2727272727272727|Equivalence
[VB]|discontinue|end|0-0|0.2727272727272727|Equivalence
[VBZ]|legislation|law|0-0|0.2727272727272727|Equivalence
[VBD]|utilization|use|0-0|0.2727272727272727|Equivalence
[NNS]|centimetres|cms|0-0|0.2727272727272727|Equivalence
[RB]|utilization|use|0-0|0.2727272727272727|Equivalence
[NNP]|design-build|c-rc|0-0|0.2727272727272727|Equivalence
[NNP]|pick-to-order|pto|0-0|0.2727272727272727|Equivalence
[NNPS]|identifiers|ids|0-0|0.2727272727272727|Equivalence
[NN]|discontinue|end|0-0|0.2727272727272727|Equivalence
[NN]|prohibition|ban|0-0|0.2727272727272727|Equivalence
[JJ]|prohibition|ban|0-0|0.2727272727272727|Equivalence
[VBP]|lieutenant-governor|lt-gov|0-0|0.2777777777777778|Equivalence
[JJ]|one-hundred-and-first|101st|0-0|0.2777777777777778|Equivalence
[NN]|decibel|db|0-0|0.2857142857142857|Equivalence
[NN]|squares|sq.|0-0|0.2857142857142857|Equivalence
[NNP]|sixteen|16|0-0|0.2857142857142857|Equivalence
[NN]|fifteen|15|0-0|0.2857142857142857|Equivalence
[NNP]|company|co.|0-0|0.2857142857142857|Equivalence
[NN]|seventy|70|0-0|0.2857142857142857|Equivalence
[NNP]|responsibility|duty|0-0|0.2857142857142857|Equivalence
[CD]|billion|bn|0-0|0.2857142857142857|Equivalence
[JJ]|seventy|70|0-0|0.2857142857142857|Equivalence
[NNS]|multinationals|mnes|0-0|0.2857142857142857|Equivalence
[NNPS]|frpregulations|girs|0-0|0.2857142857142857|Equivalence
[JJ]|alright|ok|0-0|0.2857142857142857|Equivalence
[NN]|responsibility|onus|0-0|0.2857142857142857|Equivalence
[RB]|alright|ok|0-0|0.2857142857142857|Equivalence
[NNP]|billion|bn|0-0|0.2857142857142857|Equivalence
[VBD]|responsibility|duty|0-0|0.2857142857142857|Equivalence
[NN]|sixteen|16|0-0|0.2857142857142857|Equivalence
[VBN]|alright|ok|0-0|0.2857142857142857|Equivalence
[CD]|fifteen|15|0-0|0.2857142857142857|Equivalence
[JJ]|us-based|u.s.|0-0|0.2857142857142857|Equivalence
[NN]|alright|ok|0-0|0.2857142857142857|Equivalence
[NNP]|transnationals|tncs|0-0|0.2857142857142857|Equivalence
[CD]|seventy|70|0-0|0.2857142857142857|Equivalence
[JJ]|sixteen|16|0-0|0.2857142857142857|Equivalence
[FW]|alright|ok|0-0|0.2857142857142857|Equivalence
[CD]|sixteen|16|0-0|0.2857142857142857|Equivalence
[NNP]|alright|ok|0-0|0.2857142857142857|Equivalence
[VBZ]|responsibility|duty|0-0|0.2857142857142857|Equivalence
[NNP]|fifteen|15|0-0|0.2857142857142857|Equivalence
[VBN]|fifteen|15|0-0|0.2857142857142857|Equivalence
[NNPS]|multinationals|mncs|0-0|0.2857142857142857|Equivalence
[NNS]|transnationals|tncs|0-0|0.2857142857142857|Equivalence
[NNP]|multinationals|mnes|0-0|0.2857142857142857|Equivalence
[JJ]|two-zero|2o|0-0|0.2857142857142857|Equivalence
[VB]|alright|ok|0-0|0.2857142857142857|Equivalence
[NNPS]|multinationals|mnes|0-0|0.2857142857142857|Equivalence
[UH]|alright|ok|0-0|0.2857142857142857|Equivalence
[VBP]|alright|ok|0-0|0.2857142857142857|Equivalence
[VBG]|seventy|70|0-0|0.2857142857142857|Equivalence
[NN]|responsibility|duty|0-0|0.2857142857142857|Equivalence
[JJ]|fifteen|15|0-0|0.2857142857142857|Equivalence
[NN]|billion|bn|0-0|0.2857142857142857|Equivalence
[NNP]|lieutenant-colonel|lt.-col.|0-0|0.2941176470588235|Equivalence
[NNP]|lieutenant-general|lt.-gen.|0-0|0.2941176470588235|Equivalence
